iter	Logloss
0	0.5117793937
1	0.4208990489
2	0.3207384279
3	0.2633863255
4	0.2273759415
5	0.1922025088
6	0.1671868286
7	0.1474768839
8	0.1392049505
9	0.1302422874
10	0.1232204968
11	0.1146346986
12	0.109185637
13	0.1053757633
14	0.09864139529
15	0.09299439363
16	0.08833006617
17	0.08527372204
18	0.08126379145
19	0.07814275911
20	0.07569375771
21	0.07271343602
22	0.07061343909
23	0.06821787071
24	0.06542934489
25	0.06415468318
26	0.06284325781
27	0.06072284855
28	0.05972960939
29	0.05858548254
30	0.05731986346
31	0.05613898371
32	0.05535023176
33	0.05378867837
34	0.05205015336
35	0.05123741606
36	0.05050422956
37	0.05012139118
38	0.04945986693
39	0.04821228437
40	0.04714766661
41	0.04640471694
42	0.04542541331
43	0.04505306845
44	0.0443120191
45	0.04397809431
46	0.04357096328
47	0.04312405669
48	0.04228887264
49	0.04109563842
50	0.04086490118
51	0.04025775201
52	0.03984809429
53	0.03948468984
54	0.03912070027
55	0.03883601055
56	0.03802355056
57	0.03768452841
58	0.03742865393
59	0.03679539408
60	0.03626604517
61	0.03596740707
62	0.03577404872
63	0.03553093851
64	0.03539243475
65	0.03498545378
66	0.03473916508
67	0.03397266007
68	0.03385785902
69	0.03367322609
70	0.03323075811
71	0.03294032969
72	0.0326691674
73	0.0324092334
74	0.03182974078
75	0.03156430388
76	0.03115248853
77	0.03096741433
78	0.03059659688
79	0.0302877591
80	0.02994845632
81	0.02981846673
82	0.02966084585
83	0.02945417186
84	0.02932091642
85	0.0291462764
86	0.02895881572
87	0.02890446975
88	0.02858754624
89	0.02833894623
90	0.02813786754
91	0.02785990137
92	0.02760906842
93	0.0273513604
94	0.02717611774
95	0.02706318156
96	0.02688224109
97	0.02680619109
98	0.02664982507
99	0.02650095526
100	0.02638569533
101	0.02617037447
102	0.02594680194
103	0.02575130535
104	0.02549986267
105	0.02535390155
106	0.02520029253
107	0.02514017272
108	0.02504965301
109	0.02480693896
110	0.0247618384
111	0.02473413016
112	0.02466366731
113	0.02441453374
114	0.02426903997
115	0.02413022572
116	0.02406838567
117	0.02400817049
118	0.02372316016
119	0.02353801217
120	0.02349033525
121	0.02328521668
122	0.02313071621
123	0.02294377545
124	0.02281601089
125	0.02276762617
126	0.02255369899
127	0.02244574214
128	0.02226526549
129	0.02215058965
130	0.02196475474
131	0.02178864126
132	0.02165889538
133	0.02160271491
134	0.02140994835
135	0.02132542357
136	0.02121830089
137	0.02114663729
138	0.02105739025
139	0.02091621027
140	0.02079658858
141	0.0206555059
142	0.02060189013
143	0.02055256664
144	0.02053501707
145	0.02047295828
146	0.02031261292
147	0.02021916168
148	0.02000628013
149	0.01994425672
150	0.01990141447
151	0.01979325067
152	0.01971280734
153	0.01969537975
154	0.01967425886
155	0.01960547971
156	0.01951112544
157	0.01945819666
158	0.01940883727
159	0.01932323436
160	0.019233327
161	0.01914216396
162	0.01906708403
163	0.0190246969
164	0.01893669424
165	0.01887747847
166	0.01872560577
167	0.01864524767
168	0.01851177259
169	0.01836209291
170	0.01824723528
171	0.01821005936
172	0.01815785329
173	0.01801192038
174	0.01793742171
175	0.01790963477
176	0.01779710835
177	0.01773357841
178	0.01768829869
179	0.0176357353
180	0.01758816528
181	0.01751590275
182	0.01750032284
183	0.01746219346
184	0.01738542557
185	0.01734365501
186	0.01723743456
187	0.01717039858
188	0.0171334854
189	0.01700993849
190	0.01692961414
191	0.01688714812
192	0.01682260958
193	0.01678651387
194	0.01667316428
195	0.01661993757
196	0.01657923801
197	0.01653716215
198	0.01648776555
199	0.01646478954
200	0.01639312585
201	0.01636748615
202	0.01619325981
203	0.016146227
204	0.01611402642
205	0.01607911359
206	0.01605413692
207	0.01598293557
208	0.01594277103
209	0.01580456967
210	0.01576251842
211	0.01569903745
212	0.01561003578
213	0.01552058897
214	0.01545378245
215	0.01540018786
216	0.01532463681
217	0.0152690305
218	0.01523582346
219	0.0152090826
220	0.01515863626
221	0.01511260234
222	0.01507557758
223	0.01506028918
224	0.01504017794
225	0.01502258051
226	0.01497692164
227	0.01493457692
228	0.01483456498
229	0.01483184868
230	0.01475498744
231	0.01473208535
232	0.01465823233
233	0.01463499039
234	0.01459158166
235	0.01453486848
236	0.01452012184
237	0.0144907276
238	0.01442358956
239	0.01438301784
240	0.01428158773
241	0.01426434727
242	0.01421436938
